,index,review_1_text_sentiment,review_2_text_sentiment,review_1_sentiment,review_2_sentiment,review_1_sentiment_binary,review_2_sentiment_binary,review_2_sentiment_mean
41343,41343,A real Japanese delicacy,Alright sushi and sashimi,0.9858376,0.015294731,1.0,0.0,1.0
41344,41344,,,,,,,
41345,41345,A great place for a quick lunch,Stress Reliever!,0.9998933,0.4397837,1.0,0.0,1.0
41346,41346,Great food!,Please more from Palais de Pelleport,0.9993328,0.009806007,1.0,0.0,1.0
41347,41347,Outstanging Bun bo nam bo,Cheap but nice Vietnamese food,0.8897706,0.57878464,1.0,1.0,1.0
41348,41348,Lovely friendly neighbourhood bar,,0.97303355,,1.0,,1.0
41349,41349,Molana Sheen,,0.3836408,,0.0,,0.0
41350,41350,Great value and tasty food,Good Indian food in simple restaurant,0.99966323,0.93296534,1.0,1.0,1.0
41351,41351,The BEST Burger and Service in Barcelona,Very tasty hamburguers& very nice staff,0.99999255,0.99897945,1.0,1.0,1.0
41352,41352,Very good restaurant,Nice pizzeria,0.9987699,0.9700541,1.0,1.0,1.0
41353,41353,Great Place,"Bad restaurant, awful service",0.9991902,3.1182506e-05,1.0,0.0,0.0
41354,41354,"Good burger, and quick service too.",Great burgers and service,0.9999042,0.99986696,1.0,1.0,1.0
41355,41355,Good service,lovely,0.89652705,0.9884755,1.0,1.0,1.0
41356,41356,Nice Italian food,50-50,0.89333314,0.018419713,1.0,0.0,0.0
41357,41357,Good place to have local lunch,,0.99051607,,1.0,,1.0
41358,41358,Delicious Food & Pleasant Service,Fantastic Food.,0.99998903,0.99996376,1.0,1.0,1.0
41359,41359,An Absolute must-have!,yummy!,0.9173149,0.9931754,1.0,1.0,1.0
41360,41360,The Italian hidden jem,,0.76667786,,1.0,,1.0
41361,41361,Great Buffet Breakfast,More Than a Great Breakfast,0.9988996,0.9984752,1.0,1.0,1.0
41362,41362,,,,,,,
41363,41363,Asian delights!,"Great Korean food, freindly staff and reas...",0.99869484,0.9978163,1.0,1.0,1.0
41364,41364,A cosy spot in one of the hippest Rome nei...,Love at first bite!,0.99995124,0.9998051,1.0,1.0,1.0
41365,41365,,,,,,,
41366,41366,AMAZING,Extraordinarily Experience at the Doctor!,0.9990692,0.24696901,1.0,0.0,1.0
41367,41367,Hidden Gem,,0.9999927,,1.0,,1.0
41368,41368,Perfect for lunch,Nice restaurant and good price value,0.9950232,0.9964225,1.0,1.0,1.0
41369,41369,Feels like they are further improving,Definitely not the best Asian restaurant i...,0.37321654,0.016777664,0.0,0.0,0.0
41370,41370,"Great food and exceptional service', ""We'll never ever come back there even if y...""",,0.9630872,,1.0,,1.0
41371,41371,We needed to take a bite,Average at best,0.9065849,0.00089773536,1.0,0.0,0.0
41372,41372,Good visit in the evening..!!,Nice view,0.9871434,0.85457015,1.0,1.0,1.0
41373,41373,Oreo,Ok burger,0.6519058,0.06328264,1.0,0.0,0.0
41374,41374,All about design,Varied lunch menu and quality wine,0.5305349,0.6631925,1.0,1.0,1.0
41375,41375,Great Italian food,Beware! One of the most expensive restaura...,0.9948169,0.02173224,1.0,0.0,1.0
41376,41376,Small and intimate!,Good,0.9232527,0.9521966,1.0,1.0,1.0
41377,41377,first night treat,Average but pricey Italian,0.9919226,0.005372137,1.0,0.0,0.0
41378,41378,Local spot,,0.9941631,,1.0,,1.0
41379,41379,"Great food, lovely atmosphere and super se...",Nice but pricey,0.9999405,0.449885,1.0,0.0,1.0
41380,41380,Fantastic Meal,Absolutely fantastic food and service,0.9999882,0.99999905,1.0,1.0,1.0
41381,41381,good honest cheap food,Average food for cheap prices,0.98897964,0.0016765893,1.0,0.0,0.0
41382,41382,,,,,,,
41383,41383,Good spot for quick lunch,Olimpia Cafe,0.9999528,0.20743984,1.0,0.0,1.0
41384,41384,,,,,,,
41385,41385,Proper grilled chicken,Wonderful atmosphere and service,0.9480578,0.99952996,1.0,1.0,1.0
41386,41386,,,,,,,
41387,41387,Simply delicious!,"A gem, excellent breakfast and amazing cof...",0.9995154,0.9999999,1.0,1.0,1.0
41388,41388,Hamburgers,Decent food. Not as good as the hotel it i...,0.58668244,0.21202922,1.0,0.0,0.0
41389,41389,Nice location,Great experience,0.50306207,0.9982205,1.0,1.0,1.0
41390,41390,Great sports bar with wide selection of dr...,"OK Sports Bar, great central location",0.9994688,0.9858916,1.0,1.0,1.0
41391,41391,,,,,,,
41392,41392,Lunchtime Pitt Stop,Fun evening.,0.93705124,0.9945426,1.0,1.0,1.0
41393,41393,One night,A nice stop with an enthusiast manager,0.59907675,0.88458455,1.0,1.0,1.0
41394,41394,Nice Nando’s,Meh. What’s the fuss?,0.76735204,0.0038397312,1.0,0.0,0.0
41395,41395,Fantastic night.,THE way to see London at night,0.9999716,0.91194844,1.0,1.0,1.0
41396,41396,Classy but not perfect,Business meeting,0.8696735,0.35321075,1.0,0.0,1.0
41397,41397,Good home cooked food,,0.8509313,,1.0,,1.0
41398,41398,Great sunset!,Great place,0.9987711,0.9991902,1.0,1.0,1.0
41399,41399,,,,,,,
41400,41400,"FOOD OKAY, SERVICE OKAY",,0.00023978949,,0.0,,0.0
41401,41401,Good steak frites,Good overall,0.90751684,0.95448864,1.0,1.0,1.0
41402,41402,Fcafe,Trip,0.3836408,0.7106717,0.0,1.0,1.0
41403,41403,,,,,,,
41404,41404,,,,,,,
41405,41405,Well priced pizza,Good Local Italian Pizza Joint.,0.9924265,0.99584264,1.0,1.0,1.0
41406,41406,Good vegetarian choices,Brilliant breakfast,0.90108514,0.99949384,1.0,1.0,1.0
41407,41407,,,,,,,
41408,41408,"The food', ""I don't know if this place is under New Ma...""",,0.40103224,,0.0,,0.0
41409,41409,Lunchtime stop,,0.8919982,,1.0,,1.0
41410,41410,Great traditional place,very typical brussels bar resto,0.9999943,0.61455095,1.0,1.0,1.0
41411,41411,Better pick another place,Normal,0.6192252,0.3541444,1.0,0.0,0.0
41412,41412,3 visits,Wonderful Food Court at the Top of this st...,0.8228251,0.99956614,1.0,1.0,1.0
41413,41413,Very nice place,"Kosher Toasts, ice cream, coffee - who cou...",0.9943131,0.7095552,1.0,1.0,1.0
41414,41414,Great wine,"Easy, nice, good food and friendly service",0.99692345,0.9994097,1.0,1.0,1.0
41415,41415,OK but very expensive - two cokes €10.40,Straightforward Paris Brasserie,0.00049594045,0.13240394,0.0,0.0,0.0
41416,41416,Nice zizzi with nice xmass decoration,good food - good service,0.9560617,0.9971378,1.0,1.0,1.0
41417,41417,Nice place & good food,Nice disigner cafe,0.9925281,0.5932098,1.0,1.0,1.0
41418,41418,Social,,0.46047372,,0.0,,0.0
41419,41419,Best meal of our trip,It was like falling in love..,0.99976045,0.23987365,1.0,0.0,1.0
41420,41420,Smashing food and polite staff,Pleasant surprise!,0.8646805,0.9995075,1.0,1.0,1.0
41421,41421,,,,,,,
41422,41422,Good tapas and chinese food,Mind-blowing experience - PRAWN SKEWERS,0.99942756,0.99999654,1.0,1.0,1.0
41423,41423,Delicious food,Naughty little Indian,0.9995494,0.13636488,1.0,0.0,1.0
41424,41424,Great Vietnamese in 2nd Arr,Delicius,0.99487364,0.3836408,1.0,0.0,1.0
41425,41425,"We went for a nice dinner...', ""Great lunch for Mother's Day""",,0.9988587,,1.0,,1.0
41426,41426,Excellent food,Lovely Nepali restaurant,0.999701,0.9925395,1.0,1.0,1.0
41427,41427,Underestimated place!,Really bad,0.5432263,0.011256963,1.0,0.0,0.0
41428,41428,Avoid if you want what you pay for!,Upset and Hungry,7.069892e-05,0.040878862,0.0,0.0,0.0
41429,41429,Just excellent!,New Palace has opened!,0.9967483,0.92982775,1.0,1.0,1.0
41430,41430,Dinner,Great value for money pizza!,0.7689172,0.9546045,1.0,1.0,1.0
41431,41431,Reliable- perhaps a the odd crack sneaking...,Mixed review,0.7819339,0.16556734,1.0,0.0,0.0
41432,41432,Nice terrace,Good location and atmosphere but...,0.9058951,0.72168994,1.0,1.0,1.0
41433,41433,,,,,,,
41434,41434,,,,,,,
41435,41435,"Excellent food, not cheap",Fresh local food,0.96926594,0.98861486,1.0,1.0,1.0
41436,41436,Homey place for a beer,Great evening snack,0.9996214,0.9973119,1.0,1.0,1.0
41437,41437,Amazing pizza!,Best pizza!,0.99991775,0.99987125,1.0,1.0,1.0
41438,41438,"Nice and generous ""tapas""",Nice on a sunny day,0.99502826,0.99591535,1.0,1.0,1.0
41439,41439,Friendly owner - open on Christmas Day,Panshi,0.99385273,0.3836408,1.0,0.0,1.0
41440,41440,Casual Dinner,Highly Recommend,0.9802404,0.999959,1.0,1.0,1.0
41441,41441,,,,,,,
41442,41442,Wonderful carrot cake - will be back!,Really nice food and great ambiance,0.99999833,0.99997747,1.0,1.0,1.0
41443,41443,"Nice place for ""EATERS""",Good Sushi Boat Experience,0.9993682,0.6987337,1.0,1.0,1.0
41444,41444,Great coffee,,0.9992832,,1.0,,1.0
41445,41445,nice place for a drink and tapas,Not bad,0.9566691,0.121882826,1.0,0.0,1.0
41446,41446,,,,,,,
41447,41447,Best Eating in Copenhagen!,great,0.9978994,0.981614,1.0,1.0,1.0
41448,41448,Pleasant Find,Busy place,0.9971453,0.6004858,1.0,1.0,1.0
41449,41449,Lunch with time to spare,Awesome,0.8194132,0.9979625,1.0,1.0,1.0
41450,41450,Wow,The best restaurant we found during our st...,0.56220484,0.99994504,1.0,1.0,1.0
41451,41451,Good Italian Pizza,worst service,0.9794572,0.00016242266,1.0,0.0,0.0
41452,41452,Very chill cocktail experience,Another great find.,0.9995793,0.9939152,1.0,1.0,1.0
41453,41453,Day out,Disgraceful Long Haired Barman - Never Aga...,0.47780633,0.0007907152,0.0,0.0,0.0
41454,41454,Very good food and a fantastic service,Great Great Great Restaurant!,0.99999034,0.9993954,1.0,1.0,1.0
41455,41455,Like in Thailand!,Battle of the Two Thai’s – Raan Pad Thai 2...,0.97325575,0.0099057555,1.0,0.0,0.0
41456,41456,Good experience!,Nice Wine bar by the river,0.95090014,0.96465755,1.0,1.0,1.0
41457,41457,Simple but Great value,Good spot for casual evening,0.9943731,0.9994124,1.0,1.0,1.0
41458,41458,Lovely lunch,Pleasant cafe under St Pauls,0.9925015,0.9070746,1.0,1.0,1.0
41459,41459,,,,,,,
41460,41460,Best korean food in Zurich,Delicious Korean Lunch Place,0.9954211,0.9994049,1.0,1.0,1.0
41461,41461,Cook with the gourmet credentials opens ro...,,0.3201574,,0.0,,0.0
41462,41462,Still best pasta in town!,Best anitpasti in Vienna,0.9997294,0.99919486,1.0,1.0,1.0
41463,41463,Very bad. Stale food with a bad odour.,Do not try this,0.00013503432,0.052884996,0.0,0.0,0.0
41464,41464,Gave it a four Star for the dishes we orde...,Lovely suckling pig,0.9933933,0.9925922,1.0,1.0,1.0
41465,41465,Well,Very good reasonably priced food.,0.69517404,0.999584,1.0,1.0,1.0
41466,41466,Great coffee,Nice bistro with good coffee,0.9992832,0.99490595,1.0,1.0,1.0
41467,41467,Amazing is the word,Amazing place,0.9997581,0.9998847,1.0,1.0,1.0
41468,41468,,,,,,,
41469,41469,Great good,My No1 for over 10 years,0.9992214,0.95236766,1.0,1.0,1.0
41470,41470,Terrible dinner!,,0.0016351044,,0.0,,0.0
41471,41471,Nice Cafe,Perfect for creative freelancers,0.5932098,0.9808197,1.0,1.0,1.0
41472,41472,Great Salads exceptional service,very average,0.9999739,0.0028175414,1.0,0.0,1.0
41473,41473,Decent Lunch,Great food!,0.6938871,0.9993328,1.0,1.0,1.0
41474,41474,Best pita falafel!,Amazing & Vegetarian Friendly,0.9999343,0.9988133,1.0,1.0,1.0
41475,41475,Conference,Great Lunch Spot!,0.16875377,0.9999548,0.0,1.0,1.0
41476,41476,Great food,Cheap and Cheerful,0.9993328,0.9965316,1.0,1.0,1.0
41477,41477,Clean & comfortable,The best greek salad ever,0.9991937,0.99992216,1.0,1.0,1.0
41478,41478,Great,,0.981614,,1.0,,1.0
41479,41479,"good, fresh and inexpensive sushi ...loved...","Good, infinite makis for...",0.9999157,0.8171538,1.0,1.0,1.0
41480,41480,Fantastic find,Great local gin tonic bar,0.9997455,0.9919393,1.0,1.0,1.0
41481,41481,,,,,,,
41482,41482,Good Restaurant for a group dinner,Great business meal interrupted by a power...,0.9917368,0.97036165,1.0,1.0,1.0
41483,41483,,,,,,,
41484,41484,Greek Food in the heart of Paris,not great,0.94815063,0.013285339,1.0,0.0,0.0
41485,41485,Dinner with Friends,Over average- fish plates outstanding,0.90867335,0.74472976,1.0,1.0,1.0
41486,41486,Best coffee in the area,Great hidden cafe surround by excellent st...,0.9990361,0.9994552,1.0,1.0,1.0
41487,41487,Fan-favorite -- Excellent Sandwiches,Good fast food but busy mall,0.99999976,0.8816066,1.0,1.0,1.0
41488,41488,,,,,,,
41489,41489,Nice atmosphere,Nice gastropub with lots of stuff happenin...,0.70325434,0.9988867,1.0,1.0,1.0
41490,41490,Very good pizza,"great food, small space",0.99957055,0.9974246,1.0,1.0,1.0
41491,41491,Great Pizza. Great Beers. Great Time.,The best pizza in town,0.9999329,0.9999294,1.0,1.0,1.0
41492,41492,"A lovely place to have dinner, a drink and...","Very tasty pub grub, and really good value...",0.9988942,0.99998873,1.0,1.0,1.0
41493,41493,Nice food,,0.9443206,,1.0,,1.0
41494,41494,Great Night,No surprises,0.9995067,0.6206313,1.0,1.0,1.0
41495,41495,Great experience,Great food adventure! Don’t miss it!,0.9982205,0.999964,1.0,1.0,1.0
41496,41496,Delicious,Good place for an afternoon drink,0.998396,0.9913582,1.0,1.0,1.0
41497,41497,,,,,,,
41498,41498,"Very good food and service, maybe to expen...",The best Japanese Hotel ever,0.99893856,0.99913675,1.0,1.0,1.0
41499,41499,Great place to take the brunch!,,0.99988496,,1.0,,1.0
41500,41500,"Very nice pizza, perfect place for lunch",Horrible Salad,0.99994475,2.7361584e-05,1.0,0.0,0.0
41501,41501,"Amazing food, great service",Disappointing experience,0.99994195,2.4731253e-05,1.0,0.0,0.0
41502,41502,"Cozy, excellent casseroles","Nice traditional food, big portions!",0.9999574,0.9998727,1.0,1.0,1.0
41503,41503,Loved the food!,Authentic Italian in casual setting,0.9978432,0.99835765,1.0,1.0,1.0
41504,41504,Mr kona,Good fish and chips,0.007984012,0.8636327,0.0,1.0,0.0
41505,41505,Good steak - mediocre salad,So good they serve it twice.,0.06735277,0.9998772,0.0,1.0,1.0
41506,41506,Best in the district,Curry Wursts rock!,0.9739022,0.9835346,1.0,1.0,1.0
41507,41507,A charming place outside the city center,The Best Memory of Vienna,0.9966035,0.9979001,1.0,1.0,1.0
41508,41508,Beer Garden,Great find,0.81323504,0.99643457,1.0,1.0,1.0
41509,41509,Breakfast on the street,Family restaurant,0.3144692,0.6834189,0.0,1.0,0.0
41510,41510,Tasty and excellent value for money,My favourite Friday night dinner,0.99470705,0.99871635,1.0,1.0,1.0
41511,41511,Ideal for a light evening meal,Excellent service and wonderful waiter,0.99985635,0.99881864,1.0,1.0,1.0
41512,41512,Fantastic!,Great food,0.99931055,0.9993328,1.0,1.0,1.0
41513,41513,Congratulations,Perfection,0.3836408,0.99977225,0.0,1.0,1.0
41514,41514,Good lunch the 1st November,,0.9852521,,1.0,,1.0
41515,41515,,,,,,,
41516,41516,Nice quick lunch,Great coffee and cakes,0.995574,0.9998486,1.0,1.0,1.0
41517,41517,Super Ramen,Great Food,0.9840264,0.9993328,1.0,1.0,1.0
41518,41518,Perfect pizza,Terrible service and delivery,0.99529415,0.00011417046,1.0,0.0,0.0
41519,41519,The Best Cafe in Prague,Love it here,0.9987471,0.9999456,1.0,1.0,1.0
41520,41520,A Bite To Eat,Good value and customer service,0.9128063,0.9331194,1.0,1.0,1.0
41521,41521,If it is not the best it must be up there...,OMG It’s amazing,0.09894657,0.99998045,0.0,1.0,1.0
41522,41522,"Lovely cafe, a small taste of Italia",A great way to start or finish the day,0.95778465,0.99849474,1.0,1.0,1.0
41523,41523,Absolutely fabulous,Beyond 5*,0.99999374,0.33689684,1.0,0.0,1.0
41524,41524,Just right,Great for beer & Oysters,0.64674884,0.9993726,1.0,1.0,1.0
41525,41525,Croquetaria,,0.3836408,,0.0,,0.0
41526,41526,Lunch,Fast and furious,0.365851,0.0184744,0.0,0.0,0.0
41527,41527,The chili burger,Late night feast,0.87435615,0.89540905,1.0,1.0,1.0
41528,41528,Really good,Good breakfast and dinner and for a friend...,0.9945525,0.9983756,1.0,1.0,1.0
41529,41529,,,,,,,
41530,41530,Quick service and good food,Fairly good,0.99924207,0.9611268,1.0,1.0,1.0
41531,41531,,,,,,,
41532,41532,Standard late night stuff,"Mediocre food, unfriendly and rude staff",0.5735105,1.9083393e-06,1.0,0.0,0.0
41533,41533,"Lovely, clean and tasty food.",Superb menu.,0.9999428,0.99974656,1.0,1.0,1.0
41534,41534,,,,,,,
41535,41535,Nice food pity about the service.,"Good food, but very poor service and atmos...",0.21921793,0.009255707,0.0,0.0,0.0
41536,41536,Good food at affordable price,Nice Neighbirhood Restaurant,0.9993942,0.81219196,1.0,1.0,1.0
41537,41537,,,,,,,
41538,41538,Fine japanese restaurant,Great Sushi!,0.85447407,0.9977082,1.0,1.0,1.0
41539,41539,Gluten free Thai Food,"Palatable food, disappointing service",0.8638437,2.306121e-05,1.0,0.0,0.0
41540,41540,Always good beer on tap!,Cool,0.9999465,0.88684225,1.0,1.0,1.0
41541,41541,Nice neighborhood Chinese,Loved it,0.98430145,0.9978991,1.0,1.0,1.0
41542,41542,Very friendly staff and Nice Little place,"Tasty, filling and affordable",0.9988155,0.9996489,1.0,1.0,1.0
41543,41543,Catching up with old friends,Great Japanese/Brazilian fusion,0.11905512,0.99880993,0.0,1.0,1.0
41544,41544,Great spot for a coffee & pastry,Best pastry that I’ve ever had!,0.99963903,0.99668336,1.0,1.0,1.0
41545,41545,Good donner kepab for lunch,,0.9189737,,1.0,,1.0
41546,41546,Overpriced with small portions and unfrien...,Best local italian option,0.00021287799,0.9993973,0.0,1.0,0.0
41547,41547,Favorite Italian Restaurant in Glyfada,victim of its own romance,0.9999623,0.068385065,1.0,0.0,1.0
41548,41548,A Gem of a restaurant,Excellent Lebanese food,0.9996761,0.999701,1.0,1.0,1.0
41549,41549,,,,,,,
41550,41550,Absolutely awesome experience,Fine Peruvian cuisine,0.9999988,0.9247926,1.0,1.0,1.0
41551,41551,"Excellent meal, interesting views",For the Hogmanay weekend.,0.9999013,0.8719746,1.0,1.0,1.0
41552,41552,OK pizzas + bad service + terribly overpri...,Passable but nothing to rave about,0.00014644861,0.00042185187,0.0,0.0,0.0
41553,41553,Nice and tipical,,0.84381557,,1.0,,1.0
41554,41554,A true and typical Bavarian (and most of t...,Great place for a beer!,0.9945641,0.99980265,1.0,1.0,1.0
41555,41555,Shocking,Nope,0.05357206,0.0037665367,0.0,0.0,0.0
41556,41556,Great couscous in a beautiful restaurant,Stay away,0.99852216,0.017253429,1.0,0.0,1.0
41557,41557,Under-cooked pizza?! Expensive!,,0.0023420155,,0.0,,0.0
41558,41558,Great local hangout,Favourite local restaurant,0.99940884,0.59586936,1.0,1.0,1.0
41559,41559,,,,,,,
41560,41560,Late lunch,excellent meal following the visit of Niss...,0.19556499,0.99964696,0.0,1.0,1.0
41561,41561,Great Restaurant,Outstanding good and service,0.9968547,0.999928,1.0,1.0,1.0
41562,41562,Beatiful place but would benefit from bett...,Soso,0.35512713,0.3836408,0.0,0.0,0.0
41563,41563,nice place and plenty of food for your ape...,"My first, and probably the best, aperitivo...",0.99896425,0.96755373,1.0,1.0,1.0
41564,41564,Simple and good,Great cheap sushi,0.9925872,0.99923444,1.0,1.0,1.0
41565,41565,Authentic Mexican cuisine,Delicious tacos,0.848611,0.9996716,1.0,1.0,1.0
41566,41566,Good price in the centre,Good food and service,0.9260422,0.98817444,1.0,1.0,1.0
41567,41567,Something changed.,Great atmo and beer,0.064481914,0.9963776,0.0,1.0,1.0
41568,41568,"Sometimes good, sometimes terrible",,0.62751716,,1.0,,1.0
41569,41569,Great little falafel restaurant!,Great food for the price,0.9992118,0.99961597,1.0,1.0,1.0
41570,41570,Fabulous Food and Service,,0.9997103,,1.0,,1.0
41571,41571,Avoid,Lunch menu very acceptable and reasonably...,0.016824454,0.53993946,0.0,1.0,0.0
41572,41572,Nice,Really fantastic kebab,0.76735204,0.9999163,1.0,1.0,1.0
41573,41573,Good breakfast with perfect eggs,Very pleasant meal,0.99820906,0.9999811,1.0,1.0,1.0
41574,41574,"Very friendly staff', ""You've got to eat here""",,0.99726003,,1.0,,1.0
41575,41575,grilled chicken,Very good and cheap.,0.58345956,0.9998027,1.0,1.0,1.0
41576,41576,,,,,,,
41577,41577,,,,,,,
41578,41578,Takeout pizza (our feet needed a rest and...,Order in - burned and little toppings,0.9663521,0.015120864,1.0,0.0,0.0
41579,41579,Great Pizza,Simple Italian lunch,0.99938715,0.3715049,1.0,0.0,1.0
41580,41580,"Nice original food...service could become...', ""Service doesn't quite match amazing pizza""",,0.9993078,,1.0,,1.0
41581,41581,Wonderful Cafe in the Lower Level!,Best brunch/lunch!,0.96508163,0.99956,1.0,1.0,1.0
